ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
AP018400,Dr. Dr. V K Agnihotri,Indian Administrative Service,Andhra Pradesh,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
AP018400,Dr. Dr. V K Agnihotri,Indian Administrative Service,Andhra Pradesh,3,Ph. D.,Public Policy,Ordinary,Supremo,"Governance, Law and Management"
TN016100,Shri Tm Arumugam,Indian Administrative Service,Tamil Nadu,0,Graduate,English,Second,Supremo,Languages and Fine Arts
TN016100,Shri Tm Arumugam,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN016201,Shri V Madhavan Nair,Indian Administrative Service,Tamil Nadu,0,Graduate,Physics,Third,Supremo,Natural Sciences
TN016300,Shri S Ramakrishnan,Indian Administrative Service,Tamil Nadu,0,Certificate,Russian,Ordinary,Supremo,Languages and Fine Arts
TN016300,Shri S Ramakrishnan,Indian Administrative Service,Tamil Nadu,1,Graduate,Physics,First,Supremo,Natural Sciences
TN016300,Shri S Ramakrishnan,Indian Administrative Service,Tamil Nadu,2,P.G.,Nuclear Physics,Second,Supremo,Natural Sciences
AP019100,Shri Prakash Chandra Parakh,Indian Administrative Service,Andhra Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
AP019100,Shri Prakash Chandra Parakh,Indian Administrative Service,Andhra Pradesh,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
AP019100,Shri Prakash Chandra Parakh,Indian Administrative Service,Andhra Pradesh,2,P.G.,Geology,First,Supremo,Natural Sciences
AP019200,Shri Mc Mahapatra,Indian Administrative Service,Andhra Pradesh,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP019200,Shri Mc Mahapatra,Indian Administrative Service,Andhra Pradesh,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
AP019300,Shri Ashok Kumar Jha,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP019300,Shri Ashok Kumar Jha,Indian Administrative Service,Andhra Pradesh,1,P.G.,Development Economics,First,Supremo,Social Science and Liberal Arts
AP019300,Shri Ashok Kumar Jha,Indian Administrative Service,Andhra Pradesh,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP019400,Shri Gn Rao,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
AP019400,Shri Gn Rao,Indian Administrative Service,Andhra Pradesh,1,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
BH020400,Shri Narender Kumar Agrawal,Indian Administrative Service,Bihar,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH020400,Shri Narender Kumar Agrawal,Indian Administrative Service,Bihar,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH020500,Shri S K Saha,Indian Administrative Service,Bihar,0,Graduate,Geography,First,Supremo,Social Science and Liberal Arts
BH020500,Shri S K Saha,Indian Administrative Service,Bihar,1,P.G.,Geography,First,Supremo,Social Science and Liberal Arts
BH020600,Ms. Radha Singh,Indian Administrative Service,Bihar,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
BH020600,Ms. Radha Singh,Indian Administrative Service,Bihar,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
BH020600,Ms. Radha Singh,Indian Administrative Service,Bihar,2,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
BH020601,Shri J L Arya,Indian Administrative Service,Bihar,0,Graduate,English,Second,Supremo,Languages and Fine Arts
BH020601,Shri J L Arya,Indian Administrative Service,Bihar,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
BH020602,Shri Rama Shankar Tiwari,Indian Administrative Service,Bihar,0,Graduate,English,Third,Supremo,Languages and Fine Arts
CG022300,Ms. Indira Mishra,Indian Administrative Service,Chhattisgarh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
CG022300,Ms. Indira Mishra,Indian Administrative Service,Chhattisgarh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
CG022300,Ms. Indira Mishra,Indian Administrative Service,Chhattisgarh,2,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
CG022400,Shri Ashok Kumar Vijayavargiya,Indian Administrative Service,Chhattisgarh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
CG022400,Shri Ashok Kumar Vijayavargiya,Indian Administrative Service,Chhattisgarh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
UP029200,Dr. Gangadhar Prasad Shukla,Indian Administrative Service,Uttar Pradesh,0,Graduate,Pharmacy,First,Supremo,Others
UP029200,Dr. Gangadhar Prasad Shukla,Indian Administrative Service,Uttar Pradesh,1,P.G.,Manpower Plg,First,Supremo,Others
UP029200,Dr. Gangadhar Prasad Shukla,Indian Administrative Service,Uttar Pradesh,2,P.G.,Pharmacy,First,Supremo,Others
UP029200,Dr. Gangadhar Prasad Shukla,Indian Administrative Service,Uttar Pradesh,3,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UP029300,Shri Mano Ranjan,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP029300,Shri Mano Ranjan,Indian Administrative Service,Uttar Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP029300,Shri Mano Ranjan,Indian Administrative Service,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
UP029300,Shri Mano Ranjan,Indian Administrative Service,Uttar Pradesh,3,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
UP029400,Ms. Neena Ranjan,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP029400,Ms. Neena Ranjan,Indian Administrative Service,Uttar Pradesh,1,M.P.A.,Public Admn,First,Supremo,"Governance, Law and Management"
UP029400,Ms. Neena Ranjan,Indian Administrative Service,Uttar Pradesh,2,P.G.,English,Second,Supremo,Languages and Fine Arts
UP029600,Shri B B Sinha,Indian Administrative Service,Uttar Pradesh,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
UP029600,Shri B B Sinha,Indian Administrative Service,Uttar Pradesh,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
UP029700,Shri Promod Chander Rawal,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
UP029800,Shri Lakshmi Chand,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP029800,Shri Lakshmi Chand,Indian Administrative Service,Uttar Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP029802,Shri Babu Ram,Indian Administrative Service,Uttar Pradesh,0,Graduate,Botany,Second,Supremo,Natural Sciences
UP029802,Shri Babu Ram,Indian Administrative Service,Uttar Pradesh,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP029804,Shri Dharmendra Deo,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
UP029804,Shri Dharmendra Deo,Indian Administrative Service,Uttar Pradesh,1,P.G.,Ancient History,First,Supremo,Social Science and Liberal Arts
UT007600,Shri K M Sahni,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT007600,Shri K M Sahni,Indian Administrative Service,A G M U T,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UT007700,Ms. Adarsh Mishra,Indian Administrative Service,A G M U T,0,Diploma,Dev Adm,First,Supremo,"Governance, Law and Management"
UT007700,Ms. Adarsh Mishra,Indian Administrative Service,A G M U T,1,Graduate,English,Second,Supremo,Languages and Fine Arts
UT007700,Ms. Adarsh Mishra,Indian Administrative Service,A G M U T,2,P.G.,English,First,Supremo,Languages and Fine Arts
UT007800,Shri Anil Baijal,Indian Administrative Service,A G M U T,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
UT007800,Shri Anil Baijal,Indian Administrative Service,A G M U T,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UT008400,Ms. Suman Swarup,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT008400,Ms. Suman Swarup,Indian Administrative Service,A G M U T,1,P.G.,English,Second,Supremo,Languages and Fine Arts
UT008500,Shri P Ghosh,Indian Administrative Service,A G M U T,0,Graduate,Chemical Engg,First,Supremo,"Engineering, Technology and Mathematics"
UT008600,Shri Virendra Singh,Indian Administrative Service,A G M U T,0,Certificate,Physics,First,Supremo,Natural Sciences
UT008600,Shri Virendra Singh,Indian Administrative Service,A G M U T,1,Graduate,Physics,First,Supremo,Natural Sciences
UT008700,Shri Dc Sankhla,Indian Administrative Service,A G M U T,0,Graduate,English,Third,Supremo,Languages and Fine Arts
UT008700,Shri Dc Sankhla,Indian Administrative Service,A G M U T,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UT008700,Shri Dc Sankhla,Indian Administrative Service,A G M U T,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT008900,Shri Gk Bhattacharya,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT008900,Shri Gk Bhattacharya,Indian Administrative Service,A G M U T,1,P.G.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
GJ015600,Ms. Nethra Shenoy,Indian Administrative Service,Gujarat,0,Graduate,Psychology,First,Supremo,Social Science and Liberal Arts
GJ015600,Ms. Nethra Shenoy,Indian Administrative Service,Gujarat,1,P.G.,Psychology,First,Supremo,Social Science and Liberal Arts
GJ015700,Shri Anand Mohan Bharadwaj,Indian Administrative Service,Gujarat,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
HP004700,Ms. Sarita Prasad,Indian Administrative Service,Himachal Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
HP004700,Ms. Sarita Prasad,Indian Administrative Service,Himachal Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
HP004801,Shri Ajay Prasad,Indian Administrative Service,Himachal Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
HP004801,Shri Ajay Prasad,Indian Administrative Service,Himachal Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HP004805,Shri Gs Chambial,Indian Administrative Service,Himachal Pradesh,0,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HP004805,Shri Gs Chambial,Indian Administrative Service,Himachal Pradesh,1,P.G.,Persian,Second,Supremo,Languages and Fine Arts
HP004806,Shri Dhani Ram,Indian Administrative Service,Himachal Pradesh,0,Graduate,English,First,Supremo,Languages and Fine Arts
HP004807,Shri Dev Swarup,Indian Administrative Service,Himachal Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HP004807,Shri Dev Swarup,Indian Administrative Service,Himachal Pradesh,1,PG Diploma,Intnl Studies,First,Supremo,Social Science and Liberal Arts
HY009100,Ms. Meenaxi Anand Chaudhry,Indian Administrative Service,Haryana,0,Diploma,Russian,First,Supremo,Languages and Fine Arts
HY009100,Ms. Meenaxi Anand Chaudhry,Indian Administrative Service,Haryana,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY009100,Ms. Meenaxi Anand Chaudhry,Indian Administrative Service,Haryana,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
HY009200,Shri Birbal Das Dhalia,Indian Administrative Service,Haryana,0,Graduate,Commerce,Third,Supremo,Finance
HY009200,Shri Birbal Das Dhalia,Indian Administrative Service,Haryana,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
HY009207,Shri Sp Mittal,Indian Administrative Service,Haryana,0,Graduate,Education,Second,Supremo,Others
HY009207,Shri Sp Mittal,Indian Administrative Service,Haryana,1,Graduate,Physics,Third,Supremo,Natural Sciences
HY009207,Shri Sp Mittal,Indian Administrative Service,Haryana,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
JK002800,Shri Mohd Shafi Pandit,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
JK002800,Shri Mohd Shafi Pandit,Indian Administrative Service,Jammu & Kashmir,1,P.G.,Geology,First,Supremo,Natural Sciences
JK002900,Ms. Sushma Chowdhary,Indian Administrative Service,Jammu & Kashmir,0,Graduate,English,First,Supremo,Languages and Fine Arts
JK002900,Ms. Sushma Chowdhary,Indian Administrative Service,Jammu & Kashmir,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
JK002900,Ms. Sushma Chowdhary,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
JK002904,Shri Ghulam Ahmed,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
KL008400,Shri N Ramakrishnan,Indian Administrative Service,Kerala,0,Certificate,Russian,First,Supremo,Languages and Fine Arts
KL008400,Shri N Ramakrishnan,Indian Administrative Service,Kerala,1,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
KL008400,Shri N Ramakrishnan,Indian Administrative Service,Kerala,2,P.G.,Chemistry,Second,Supremo,Natural Sciences
KL008500,Dr. M Vijayanunni,Indian Administrative Service,Kerala,0,Graduate,Geology,First,Supremo,Natural Sciences
KL008500,Dr. M Vijayanunni,Indian Administrative Service,Kerala,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
KL008500,Dr. M Vijayanunni,Indian Administrative Service,Kerala,2,P.G.,Geology,First,Supremo,Natural Sciences
KL008500,Dr. M Vijayanunni,Indian Administrative Service,Kerala,3,Ph. D.,"Demography,",-,Supremo,"Governance, Law and Management"
KN014000,Shri P S S Thomas,Indian Administrative Service,Karnataka,0,P.G.,English Lit,First,Supremo,Languages and Fine Arts
KN014000,Shri P S S Thomas,Indian Administrative Service,Karnataka,1,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
KN014100,Shri B K Das,Indian Administrative Service,Karnataka,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
KN014100,Shri B K Das,Indian Administrative Service,Karnataka,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
KN014200,Shri S Krishna Kumar,Indian Administrative Service,Karnataka,0,Graduate,Physics,First,Supremo,Natural Sciences
KN014200,Shri S Krishna Kumar,Indian Administrative Service,Karnataka,1,P.G.,Physics,First,Supremo,Natural Sciences
KN014200,Shri S Krishna Kumar,Indian Administrative Service,Karnataka,2,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
KN014300,Shri Chiranjiv Singh,Indian Administrative Service,Karnataka,0,Diploma,German,First,Supremo,Languages and Fine Arts
KN014300,Shri Chiranjiv Singh,Indian Administrative Service,Karnataka,1,Graduate,English,Third,Supremo,Languages and Fine Arts
KN014300,Shri Chiranjiv Singh,Indian Administrative Service,Karnataka,2,P.G.,English,Second,Supremo,Languages and Fine Arts
KN014400,Shri K P Pandey,Indian Administrative Service,Karnataka,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
KN014400,Shri K P Pandey,Indian Administrative Service,Karnataka,1,P.G.,Philosophy,First,Supremo,Social Science and Liberal Arts
KN014600,Shri Rinsanga,Indian Administrative Service,Karnataka,0,Graduate,English,First,Supremo,Languages and Fine Arts
KN014700,Shri S Swatantra Rao,Indian Administrative Service,Karnataka,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN014700,Shri S Swatantra Rao,Indian Administrative Service,Karnataka,1,P.G.,Sociology,Ordinary,Supremo,Social Science and Liberal Arts
WB018300,Shri Sk Chakraborti,Indian Administrative Service,West Bengal,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
WB018300,Shri Sk Chakraborti,Indian Administrative Service,West Bengal,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
WB018400,Ms. K Gupta Menon,Indian Administrative Service,West Bengal,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
WB018400,Ms. K Gupta Menon,Indian Administrative Service,West Bengal,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
WB018502,Shri Sukumar Sen,Indian Administrative Service,West Bengal,0,Diploma,Labour Welfare,Ordinary,Supremo,"Governance, Law and Management"
WB018502,Shri Sukumar Sen,Indian Administrative Service,West Bengal,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB018700,Shri L V Saptharishi,Indian Administrative Service,West Bengal,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
WB018800,Shri Radha Kanta Tripathy,Indian Administrative Service,West Bengal,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
WB018800,Shri Radha Kanta Tripathy,Indian Administrative Service,West Bengal,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
WB018900,Ms. Bindu Zutshi(Tsering),Indian Administrative Service,West Bengal,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
WB019000,Shri Ac Kol,Indian Administrative Service,West Bengal,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB019000,Shri Ac Kol,Indian Administrative Service,West Bengal,1,Graduate,Physics,Second,Supremo,Natural Sciences
WB019100,Shri Naresh Kumar Zutshi,Indian Administrative Service,West Bengal,0,Certificate,German,Ordinary,Supremo,Languages and Fine Arts
WB019100,Shri Naresh Kumar Zutshi,Indian Administrative Service,West Bengal,1,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
WB019100,Shri Naresh Kumar Zutshi,Indian Administrative Service,West Bengal,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB019101,Shri Srikandath Narayan Menon,Indian Administrative Service,West Bengal,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
